;appearance_time;earliest_landing_time;target_landing_time;latest_landing_time;penality_cost_earliest;penality_cost_latest;separation_times
58;7057;7657;7839;9457;1.98;1.22;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
59;7059;7659;8070;9459;1.71;1.35;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
60;7113;7713;8162;9513;1.77;1.32;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
61;7135;7735;8317;9535;1.82;1.97;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
62;7216;7816;7970;9616;1.74;1.69;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
63;7223;7823;7907;9623;1.48;1.01;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
64;7230;7830;8348;9630;1.14;1.37;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
65;7283;7883;8039;9683;1.18;1.07;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
66;7341;7941;8541;9741;1.39;1.87;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
67;7433;8033;8101;9833;1.46;1.30;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
68;7472;8072;8437;9872;1.98;1.78;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
69;7548;8148;8406;9948;1.46;1.54;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
70;7669;8269;8733;10069;1.98;1.12;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
71;7765;8365;8452;10165;1.18;2.00;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
72;7803;8403;8551;10203;1.84;1.09;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
73;7886;8486;8955;10286;1.45;1.84;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
74;7934;8534;9089;10334;1.15;1.60;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
75;7976;8576;8939;10376;1.87;1.82;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
76;8030;8630;9169;10430;1.65;1.71;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
77;8092;8692;8803;10492;1.95;1.93;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
78;8180;8780;8891;10580;1.38;1.88;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
79;8311;8911;9231;10711;1.07;1.09;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
80;8390;8990;9271;10790;1.40;1.99;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
81;8404;9004;9362;10804;1.54;1.71;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
82;8705;9305;9722;11105;1.45;1.82;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
83;9305;9905;9997;11705;1.39;1.72;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
84;9375;9975;10252;11775;1.46;1.53;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
85;10188;10788;10995;12588;1.69;1.93;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
86;10204;10804;11104;12604;1.28;1.43;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
