;appearance_time;earliest_landing_time;target_landing_time;latest_landing_time;penality_cost_earliest;penality_cost_latest;separation_times
86;10216;10816;11288;12616;1.39;1.63;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
87;10258;10858;11071;12658;1.14;1.10;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
88;10330;10930;11353;12730;1.49;1.76;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
89;10443;11043;11335;12843;1.91;1.85;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
90;10623;11223;11428;13023;1.00;1.50;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
91;10679;11279;11713;13079;1.84;1.84;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
92;10970;11570;11959;13370;1.53;1.95;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
93;11089;11689;12035;13489;1.02;1.78;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
94;11137;11737;12031;13537;1.73;1.06;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
95;11342;11942;12393;13742;1.44;1.68;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
96;11524;12124;12655;13924;1.79;1.03;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
97;11536;12136;12387;13936;1.99;1.26;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
98;11638;12238;12550;14038;1.03;1.84;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
99;11723;12323;12691;14123;1.71;1.52;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
